Iteration,CurrentMin,CurrentMax,HistoricalMin,HistoricalMax,MeanFitness,StandardDev,P0   ,P25  ,P50  ,P75  ,P100 ,StepGradient(u/iter),TimeGradient(u/s),ElapsedTime(s)
36,226.2200,10000.0000,25.4000,10000.0000,1680.9116,2785.5243,226.2200,552.3450,727.8050,1103.5350,10000.0000,-2.2344,-2.9544,37.8146
37,325.9100,10000.0000,25.4000,10000.0000,1626.7636,2802.0908,325.9100,526.5675,628.0000,1003.5050,10000.0000,54.1480,70.8968,38.1879
38,226.2700,10000.0000,25.4000,10000.0000,1662.4420,2783.6975,226.2700,526.9875,777.7150,1028.1900,10000.0000,-35.6784,-46.2270,38.5904
39,225.3500,10000.0000,25.4000,10000.0000,1635.4910,2587.1667,225.3500,627.1450,827.5850,929.1475,10000.0000,26.9510,34.4116,39.1598
40,325.8300,10000.0000,25.4000,10000.0000,1753.0836,2794.4771,325.8300,627.0625,827.4050,1028.6800,10000.0000,-117.5926,-153.7530,38.2407
41,125.7900,10000.0000,25.4000,10000.0000,1656.3660,2785.8607,125.7900,527.2750,728.0500,928.8550,10000.0000,96.7176,126.0891,38.3529
42,225.8500,10000.0000,25.4000,10000.0000,1720.9250,2857.9795,225.8500,526.7850,728.5500,928.0550,10000.0000,-64.5590,-84.3183,38.2829
43,226.1400,10000.0000,25.4000,10000.0000,1855.6622,3011.6261,226.1400,627.2150,827.0050,1002.6150,10000.0000,-134.7372,-177.9535,37.8574
44,225.5100,9999.9900,25.4000,10000.0000,1555.6354,2544.5632,225.5100,627.1825,827.4150,1027.9075,9999.9900,300.0268,387.2588,38.7372
45,326.0100,10000.0000,25.4000,10000.0000,1697.0104,2777.2610,326.0100,626.6975,828.1300,1028.2275,10000.0000,-141.3750,-184.7532,38.2605
46,126.1300,10000.0000,25.4000,10000.0000,1662.4924,2791.9760,126.1300,527.2050,777.6750,1027.9450,10000.0000,34.5180,44.7675,38.5525
47,125.6500,10000.0000,25.4000,10000.0000,1672.4374,2789.1607,125.6500,527.4625,728.1100,1029.2500,10000.0000,-9.9450,-12.9283,38.4621
48,225.8800,10000.0000,25.4000,10000.0000,1724.9322,2770.8716,225.8800,652.1900,827.7450,1028.4875,10000.0000,-52.4948,-68.8394,38.1284
49,25.4400,10000.0000,25.4000,10000.0000,1666.4590,2793.0246,25.4400,552.5100,727.9350,1028.1675,10000.0000,58.4732,76.3400,38.2979
50,325.4900,10000.0000,25.4000,10000.0000,1674.9104,2785.9346,325.4900,626.5825,827.7400,1002.9525,10000.0000,-8.4514,-11.1254,37.9823
