Iteration,CurrentMin,CurrentMax,HistoricalMin,HistoricalMax,MeanFitness,StandardDev,P0   ,P25  ,P50  ,P75  ,P100 ,StepGradient(u/iter),TimeGradient(u/s),ElapsedTime(s)
16,729.0400,10000.0000,729.0400,10000.0000,2552.3448,2490.7710,729.0400,1456.5900,1831.7050,2132.9650,10000.0000,106.6454,139.4838,38.2286
17,1030.0000,10000.0000,729.0400,10000.0000,2508.0120,2490.2555,1030.0000,1456.5900,1731.7300,1932.6975,10000.0000,44.3328,57.9343,38.2613
18,928.7700,10000.0000,729.0400,10000.0000,2477.6754,2380.8881,928.7700,1431.0725,1781.3550,2033.5975,10000.0000,30.3366,39.4223,38.4764
19,929.7100,10000.0000,729.0400,10000.0000,2576.6718,2499.1220,929.7100,1531.3375,1832.0700,2107.9275,10000.0000,-98.9964,-130.1483,38.0322
20,829.2600,10000.0000,729.0400,10000.0000,2514.2586,2516.9199,829.2600,1556.9250,1732.0800,1933.1350,10000.0000,62.4132,81.5621,38.2612
21,928.7500,10000.0000,729.0400,10000.0000,2610.4900,2498.9947,928.7500,1556.3200,1832.7950,2209.0075,10000.0000,-96.2314,-125.7362,38.2672
22,628.3100,10000.0000,628.3100,10000.0000,2542.3916,2521.3446,628.3100,1430.5150,1781.5150,2133.0900,10000.0000,68.0984,89.4431,38.0680
23,1129.6400,10000.0000,628.3100,10000.0000,2612.5986,2486.1132,1129.6400,1531.1700,1832.9950,2133.5075,10000.0000,-70.2070,-92.0905,38.1185
24,1129.6900,10000.0000,628.3100,10000.0000,2528.2342,2504.6368,1129.6900,1530.1400,1632.1400,2033.0675,10000.0000,84.3644,109.9341,38.3704
25,930.3300,10000.0000,628.3100,10000.0000,2483.4020,2492.5892,930.3300,1431.5350,1682.3350,1932.6400,10000.0000,44.8322,57.8417,38.7542
26,1028.4100,10000.0000,628.3100,10000.0000,2556.7198,2510.3736,1028.4100,1432.2375,1732.6300,2132.3325,10000.0000,-73.3178,-96.1864,38.1123
27,828.6500,10000.0000,628.3100,10000.0000,2560.6062,2514.6385,828.6500,1456.4625,1831.9600,2134.3250,10000.0000,-3.8864,-5.1077,38.0445
28,1029.8800,10000.0000,628.3100,10000.0000,2675.8052,2724.7906,1029.8800,1430.6675,1730.7450,2033.0075,10000.0000,-115.1990,-153.8431,37.4404
29,1131.0100,10000.0000,628.3100,10000.0000,2509.9518,2386.3587,1131.0100,1531.3775,1731.6000,2007.2150,10000.0000,165.8534,215.1075,38.5513
30,1129.2200,10000.0000,628.3100,10000.0000,2721.2520,2475.9307,1129.2200,1557.3325,1933.7150,2233.8625,10000.0000,-211.3002,-279.0972,37.8542
31,1129.1600,10000.0000,628.3100,10000.0000,2471.1468,2336.7106,1129.1600,1431.7250,1731.5350,2183.2625,10000.0000,250.1052,320.8834,38.9714
32,828.9200,10000.0000,628.3100,10000.0000,2618.1638,2548.3543,828.9200,1431.3925,1831.4600,2033.1025,10000.0000,-147.0170,-191.9927,38.2871
33,628.0400,10000.0000,628.0400,10000.0000,2479.9138,2557.8840,628.0400,1255.3050,1681.3400,2232.7350,10000.0000,138.2500,180.2712,38.3450
34,828.6500,10000.0000,628.0400,10000.0000,2524.0576,2505.1218,828.6500,1431.5775,1781.9850,1933.1575,10000.0000,-44.1438,-57.5933,38.3237
35,727.8800,10000.0000,628.0400,10000.0000,2564.4164,2507.6513,727.8800,1531.0175,1732.2150,2032.8375,10000.0000,-40.3588,-52.8353,38.1930
36,1129.5400,10000.0000,628.0400,10000.0000,2532.3654,2509.1540,1129.5400,1431.0350,1632.2400,2132.7200,10000.0000,32.0510,42.0495,38.1110
37,1029.6800,10000.0000,628.0400,10000.0000,2574.6010,2498.1901,1029.6800,1531.7150,1782.4500,2107.2200,10000.0000,-42.2356,-55.6659,37.9367
38,1028.8300,9999.9400,628.0400,10000.0000,2578.3406,2503.7437,1028.8300,1431.1775,1781.9850,2107.7450,9999.9400,-3.7396,-4.8859,38.2691
39,1029.2900,10000.0000,628.0400,10000.0000,2560.4372,2504.9857,1029.2900,1530.2150,1831.6900,2031.9050,10000.0000,17.9034,23.5172,38.0644
40,929.4200,10000.0000,628.0400,10000.0000,2546.1848,2517.1009,929.4200,1530.0225,1781.8100,2107.1625,10000.0000,14.2524,18.6187,38.2744
41,1029.4200,10000.0000,628.0400,10000.0000,2584.7314,2493.7935,1029.4200,1531.7225,1781.5950,2033.6175,10000.0000,-38.5466,-50.8167,37.9271
42,829.5200,10000.0000,628.0400,10000.0000,2459.2002,2346.3171,829.5200,1531.7325,1681.8750,2007.4000,10000.0000,125.5312,161.4972,38.8648
43,929.2400,9999.9500,628.0400,10000.0000,2718.7896,2557.9997,929.2400,1531.2075,1831.6600,2107.8675,9999.9500,-259.5894,-340.0288,38.1717
44,928.9600,10000.0000,628.0400,10000.0000,2713.6574,2720.1311,928.9600,1431.0225,1732.2000,2106.2100,10000.0000,5.1322,6.8495,37.4641
45,829.1700,10000.0000,628.0400,10000.0000,2501.7060,2440.3960,829.1700,1431.5825,1732.5850,2108.4350,10000.0000,211.9514,274.5121,38.6051
46,1029.2000,10000.0000,628.0400,10000.0000,2519.5662,2285.1836,1029.2000,1631.0250,1832.1800,2032.9175,10000.0000,-17.8602,-23.0606,38.7245
47,1029.7300,10000.0000,628.0400,10000.0000,2610.7532,2498.4569,1029.7300,1456.4300,1832.5150,2233.8100,10000.0000,-91.1870,-119.5564,38.1356
48,629.1900,10000.0000,628.0400,10000.0000,2840.0572,2725.3082,629.1900,1556.6250,1882.2700,2308.7325,10000.0000,-229.3040,-303.4589,37.7817
49,1030.1000,10000.0000,628.0400,10000.0000,2573.0298,2513.1421,1030.1000,1532.0225,1731.8950,2034.2525,10000.0000,267.0274,351.5579,37.9777
50,829.8300,10000.0000,628.0400,10000.0000,2628.6108,2489.1277,829.8300,1556.3450,1832.3350,2207.8275,10000.0000,-55.5810,-72.7095,38.2233
