Iteration,CurrentMin,CurrentMax,HistoricalMin,HistoricalMax,MeanFitness,StandardDev,P0   ,P25  ,P50  ,P75  ,P100 ,StepGradient(u/iter),TimeGradient(u/s),ElapsedTime(s)
11,1632.8100,10000.0000,929.9700,10000.0000,3371.2728,2217.5775,1632.8100,2334.8825,2636.4050,3212.9225,10000.0000,55.1480,89.4556,30.8242
12,1431.0900,10000.0000,929.9700,10000.0000,3335.6310,2256.5111,1431.0900,2360.9500,2684.7300,2936.5400,10000.0000,35.6418,59.0233,30.1930
13,1832.4200,10000.0000,929.9700,10000.0000,3439.9778,2234.3465,1832.4200,2359.6775,2736.8200,3212.7725,10000.0000,-104.3468,-173.9431,29.9945
14,1531.9200,10000.0000,929.9700,10000.0000,3277.0510,2113.5069,1531.9200,2134.8875,2736.0850,3212.2225,10000.0000,162.9268,270.5024,30.1156
15,931.0600,10000.0000,929.9700,10000.0000,3403.7942,2306.2882,931.0600,2259.5075,2635.8950,3212.6575,10000.0000,-126.7432,-210.9431,30.0420
16,1331.5200,10000.0000,929.9700,10000.0000,3532.5234,2241.2654,1331.5200,2434.5325,2836.0350,3239.2725,10000.0000,-128.7292,-217.2614,29.6254
17,1733.1500,9999.9900,929.9700,10000.0000,3315.7236,2259.6405,1733.1500,2335.7225,2636.0750,3011.4825,9999.9900,216.7998,364.7754,29.7169
18,1833.7600,10000.0000,929.9700,10000.0000,3351.8606,2253.5109,1833.7600,2285.2775,2736.0950,2936.6525,10000.0000,-36.1370,-60.5294,29.8508
19,1833.7400,10000.0000,929.9700,10000.0000,3432.5758,2226.7114,1833.7400,2561.7400,2835.9300,3112.1175,10000.0000,-80.7152,-136.6120,29.5418
20,1631.2800,10000.0000,929.9700,10000.0000,3322.0654,2255.4533,1631.2800,2359.9800,2635.9150,2936.6075,10000.0000,110.5104,184.8649,29.8895
21,1731.9900,10000.0000,929.9700,10000.0000,3376.2916,2240.9254,1731.9900,2433.9900,2686.9850,3037.5925,10000.0000,-54.2262,-91.3252,29.6885
22,1532.8000,10000.0000,929.9700,10000.0000,3385.6770,2242.0825,1532.8000,2360.4450,2635.7350,3038.2825,10000.0000,-9.3854,-15.6760,29.9355
23,1832.8000,10000.0000,929.9700,10000.0000,3445.8070,2180.6420,1832.8000,2535.3325,2834.8200,3138.0175,10000.0000,-60.1300,-100.5277,29.9072
24,1832.5100,10000.0000,929.9700,10000.0000,3466.2802,2215.3304,1832.5100,2460.9650,2736.9050,3237.3025,10000.0000,-20.4732,-34.5550,29.6241
25,1532.6500,10000.0000,929.9700,10000.0000,3451.1842,2455.3435,1532.6500,2434.4250,2635.2800,2937.4300,10000.0000,15.0960,25.8314,29.2202
26,2034.6700,10000.0000,929.9700,10000.0000,3444.2744,2216.0822,2034.6700,2459.3125,2736.5100,3137.2150,10000.0000,6.9098,11.6075,29.7644
27,1231.8900,10000.0000,929.9700,10000.0000,3292.7874,2227.6704,1231.8900,2334.9050,2635.4250,3012.2475,10000.0000,151.4870,249.2811,30.3848
28,2034.1500,10000.0000,929.9700,10000.0000,3440.2760,2219.8044,2034.1500,2435.3450,2736.4450,3112.5325,10000.0000,-147.4886,-247.5064,29.7949
29,1732.5700,10000.0000,929.9700,10000.0000,3163.0010,2057.1880,1732.5700,2285.1575,2636.7750,2936.4950,10000.0000,277.2750,456.9299,30.3411
30,1632.4600,10000.0000,929.9700,10000.0000,3284.6056,2145.2920,1632.4600,2333.5000,2586.1950,2937.9875,10000.0000,-121.6046,-198.5355,30.6254
31,1331.6000,10000.0000,929.9700,10000.0000,3317.8808,2283.9140,1331.6000,2262.0400,2585.4350,2936.4575,10000.0000,-33.2752,-55.6894,29.8757
32,1632.3100,10000.0000,929.9700,10000.0000,3209.7928,2297.7863,1632.3100,2234.0675,2534.6400,2737.3050,10000.0000,108.0880,181.1277,29.8375
33,1832.0200,10000.0000,929.9700,10000.0000,3375.7364,2231.2898,1832.0200,2434.8800,2636.5850,3137.5075,10000.0000,-165.9436,-278.0146,29.8444
34,1632.5800,10000.0000,929.9700,10000.0000,3227.6936,2285.4006,1632.5800,2234.0875,2535.9050,2911.9350,10000.0000,148.0428,247.6875,29.8850
35,1530.9400,10000.0000,929.9700,10000.0000,3349.9640,2262.0582,1530.9400,2434.3275,2634.8300,3037.0475,10000.0000,-122.2704,-205.7860,29.7081
36,1431.6200,10000.0000,929.9700,10000.0000,3209.2670,2293.9130,1431.6200,2233.9200,2434.5250,2836.7525,10000.0000,140.6970,234.9865,29.9373
37,1432.5300,10000.0000,929.9700,10000.0000,3326.8348,2508.3668,1432.5300,2133.7325,2535.6850,2936.5150,10000.0000,-117.5678,-199.2012,29.5098
38,1633.2900,10000.0000,929.9700,10000.0000,3104.8718,2324.3160,1633.2900,2058.5075,2434.3050,2736.1975,10000.0000,221.9630,366.7329,30.2622
39,1431.2100,10000.0000,929.9700,10000.0000,3251.9338,2290.9146,1431.2100,2234.6000,2584.6750,3010.7000,10000.0000,-147.0620,-247.3392,29.7288
40,1632.4000,10000.0000,929.9700,10000.0000,3241.6416,2272.7704,1632.4000,2260.0675,2585.2550,2736.6725,10000.0000,10.2922,17.2579,29.8188
41,1632.1500,10000.0000,929.9700,10000.0000,3206.6934,2117.4678,1632.1500,2335.3775,2535.9100,2936.7150,10000.0000,34.9482,57.5239,30.3771
42,1634.0200,10000.0000,929.9700,10000.0000,3251.4792,2287.2127,1634.0200,2234.5575,2436.0400,2937.7350,10000.0000,-44.7858,-74.5016,30.0569
43,1632.9700,10000.0000,929.9700,10000.0000,3235.5116,2296.4635,1632.9700,2133.9850,2535.3650,2937.9325,10000.0000,15.9676,26.6713,29.9341
44,1731.1500,10000.0000,929.9700,10000.0000,3287.9270,2288.4843,1731.1500,2159.8625,2587.3450,3112.3350,10000.0000,-52.4154,-88.3830,29.6524
45,1732.5500,10000.0000,929.9700,10000.0000,3175.6354,2295.3159,1732.5500,2234.1400,2434.2650,2736.5525,10000.0000,112.2916,187.7182,29.9096
46,1530.7700,10000.0000,929.9700,10000.0000,3219.6872,2300.5869,1530.7700,2160.0775,2484.9500,2937.4075,10000.0000,-44.0518,-74.1671,29.6977
47,1632.1400,10000.0000,929.9700,10000.0000,3225.7842,2289.2534,1632.1400,2234.6025,2535.1700,2712.0350,10000.0000,-6.0970,-10.2461,29.7529
48,1330.6100,10000.0000,929.9700,10000.0000,3097.8980,2119.9402,1330.6100,2059.5700,2535.9500,2911.6400,10000.0000,127.8862,208.6671,30.6436
49,1532.2200,10000.0000,929.9700,10000.0000,3235.1164,2271.0735,1532.2200,2333.6650,2535.5250,2936.0100,10000.0000,-137.2184,-227.7048,30.1308
50,1432.1800,9999.6000,929.9700,10000.0000,3104.4766,2321.5710,1432.1800,2034.8700,2385.5200,2735.7850,9999.6000,130.6398,214.9196,30.3927
