Iteration,CurrentMin,CurrentMax,HistoricalMin,HistoricalMax,MeanFitness,StandardDev,P0   ,P25  ,P50  ,P75  ,P100 ,StepGradient(u/iter),TimeGradient(u/s),ElapsedTime(s)
12,728.0700,10000.0000,326.6100,10000.0000,2085.0220,2649.8953,728.0700,1029.1525,1230.5900,1506.0675,10000.0000,-58.1322,-95.3187,30.4936
13,527.3900,10000.0000,326.6100,10000.0000,2112.6724,2646.9101,527.3900,1029.5400,1330.0400,1531.5375,10000.0000,-27.6504,-45.1929,30.5915
14,728.6500,9999.7300,326.6100,10000.0000,2196.4886,2618.2288,728.6500,1129.3025,1330.2700,1706.6225,9999.7300,-83.8162,-131.1988,31.9434
15,527.0000,10000.0000,326.6100,10000.0000,2072.6498,2663.8562,527.0000,1028.5400,1229.0900,1605.6025,10000.0000,123.8388,202.3788,30.5948
16,728.4300,10000.0000,326.6100,10000.0000,2008.1224,2451.8817,728.4300,1029.3650,1230.4450,1606.2875,10000.0000,64.5274,104.9313,30.7474
17,328.1100,10000.0000,326.6100,10000.0000,2149.3584,2645.6932,328.1100,1029.8725,1229.9550,1532.0725,10000.0000,-141.2360,-234.3028,30.1396
18,528.0700,10000.0000,326.6100,10000.0000,2060.5050,2559.3329,528.0700,929.8400,1279.7700,1531.6650,10000.0000,88.8534,144.3983,30.7668
19,527.3200,10000.0000,326.6100,10000.0000,2084.8968,2660.9880,527.3200,1028.9950,1229.4500,1531.1225,10000.0000,-24.3918,-40.5010,30.1126
20,627.8000,10000.0000,326.6100,10000.0000,2143.0688,2612.0672,627.8000,1029.5150,1280.5550,1630.6275,10000.0000,-58.1720,-96.5879,30.1135
21,527.7700,10000.0000,326.6100,10000.0000,2065.0234,2666.6938,527.7700,929.6150,1230.1400,1431.0550,10000.0000,78.0454,129.6037,30.1092
22,728.8600,9999.7900,326.6100,10000.0000,2238.9302,2605.0858,728.8600,1154.9825,1429.9700,1706.7950,9999.7900,-173.9068,-287.4894,30.2458
23,627.6900,10000.0000,326.6100,10000.0000,2129.0012,2630.8621,627.6900,1129.3125,1329.8250,1531.6675,10000.0000,109.9290,182.4564,30.1247
24,327.2700,10000.0000,326.6100,10000.0000,2108.6614,2637.3611,327.2700,1054.3375,1229.6000,1531.3625,10000.0000,20.3398,33.4596,30.3945
25,728.7800,9999.9700,326.6100,10000.0000,2171.1350,2629.7354,728.7800,1030.2875,1380.1000,1631.4600,9999.9700,-62.4736,-104.0243,30.0284
26,527.8200,10000.0000,326.6100,10000.0000,2133.2122,2639.9753,527.8200,1029.6975,1230.9950,1631.2700,10000.0000,37.9228,62.9754,30.1092
27,728.0800,10000.0000,326.6100,10000.0000,2155.1570,2636.1518,728.0800,1029.4475,1329.7450,1632.9850,10000.0000,-21.9448,-36.5141,30.0498
28,727.6000,10000.0000,326.6100,10000.0000,2114.4546,2634.3200,727.6000,1054.6750,1230.8500,1631.0550,10000.0000,40.7024,66.3755,30.6607
29,427.1600,10000.0000,326.6100,10000.0000,2200.2974,2566.3442,427.1600,1129.5575,1330.6700,1806.7325,10000.0000,-85.8428,-140.1140,30.6332
30,226.7700,10000.0000,226.7700,10000.0000,2261.4400,2728.1821,226.7700,955.0275,1279.6000,1732.3850,10000.0000,-61.1426,-101.2169,30.2038
31,527.2400,10000.0000,226.7700,10000.0000,2103.6300,2491.7325,527.2400,1029.8100,1230.2750,1630.8075,10000.0000,157.8100,253.6947,31.1023
32,427.3200,10000.0000,226.7700,10000.0000,2193.1844,2656.7449,427.3200,1128.9175,1230.5950,1706.0725,10000.0000,-89.5544,-147.6452,30.3276
33,728.8300,10000.0000,226.7700,10000.0000,2383.6678,2820.0740,728.8300,1129.7200,1330.5250,1731.7850,10000.0000,-190.4834,-313.9666,30.3350
34,628.2100,10000.0000,226.7700,10000.0000,2287.6404,2802.8336,628.2100,954.6875,1329.7100,1632.8025,10000.0000,96.0274,159.0524,30.1873
35,527.3700,9999.9100,226.7700,10000.0000,1975.5384,2467.2980,527.3700,1029.0450,1229.1550,1505.0550,9999.9100,312.1020,500.1053,31.2036
36,628.8900,10000.0000,226.7700,10000.0000,1939.8298,2424.9801,628.8900,929.4575,1230.2250,1430.8350,10000.0000,35.7086,57.9545,30.8075
37,527.4300,10000.0000,226.7700,10000.0000,2251.2984,2606.4033,527.4300,1129.8575,1380.9050,1808.0050,10000.0000,-311.4686,-511.5329,30.4446
38,627.2800,10000.0000,226.7700,10000.0000,2064.2058,2608.2024,627.2800,1029.0150,1230.4650,1431.5300,10000.0000,187.0926,303.5633,30.8161
39,627.5300,10000.0000,226.7700,10000.0000,2150.8774,2639.1835,627.5300,1054.4275,1330.3250,1731.0000,10000.0000,-86.6716,-142.7165,30.3649
40,727.7000,10000.0000,226.7700,10000.0000,2084.2606,2499.5067,727.7000,1129.0750,1230.8350,1631.0500,10000.0000,66.6168,108.2499,30.7699
41,427.0000,10000.0000,226.7700,10000.0000,2177.0170,2700.0852,427.0000,1028.6375,1231.2400,1606.3700,10000.0000,-92.7564,-150.7447,30.7661
42,627.9600,10000.0000,226.7700,10000.0000,2130.8598,2638.2374,627.9600,1129.3000,1329.2750,1605.9800,10000.0000,46.1572,73.0480,31.5938
43,627.8000,10000.0000,226.7700,10000.0000,2175.2206,2632.1729,627.8000,1055.0700,1330.8600,1632.4850,10000.0000,-44.3608,-71.9144,30.8428
44,627.8600,10000.0000,226.7700,10000.0000,2110.9172,2646.1187,627.8600,1029.2325,1329.8350,1530.8650,10000.0000,64.3034,103.7762,30.9818
45,627.9800,10000.0000,226.7700,10000.0000,2006.6898,2341.5199,627.9800,1030.1225,1329.7700,1531.5475,10000.0000,104.2274,164.8604,31.6108
46,427.1500,10000.0000,226.7700,10000.0000,2305.8264,2643.2179,427.1500,1029.7425,1530.8950,1832.4525,10000.0000,-299.1366,-480.1142,31.1526
47,427.4600,10000.0000,226.7700,10000.0000,2219.3898,2618.3060,427.4600,1229.8325,1429.8950,1732.0950,10000.0000,86.4366,135.8985,31.8019
48,427.4000,10000.0000,226.7700,10000.0000,2152.9348,2639.2412,427.4000,1029.3900,1230.7300,1632.0125,10000.0000,66.4550,106.3269,31.2503
49,728.3300,10000.0000,226.7700,10000.0000,2149.1914,2633.2110,728.3300,1129.3200,1330.9150,1531.7425,10000.0000,3.7434,6.1303,30.5319
50,528.0200,10000.0000,226.7700,10000.0000,2132.9424,2640.9958,528.0200,1054.9575,1280.2550,1630.8950,10000.0000,16.2490,25.9055,31.3620
