Iteration,CurrentMin,CurrentMax,HistoricalMin,HistoricalMax,MeanFitness,StandardDev,P0   ,P25  ,P50  ,P75  ,P100 ,StepGradient(u/iter),TimeGradient(u/s),ElapsedTime(s)
18,-35.7800,10000.0000,-36.2000,10000.0000,1180.6564,2954.7956,-35.7800,-35.1050,164.9900,365.7750,10000.0000,51.8540,263.1141,9.8539
19,-35.9000,10000.0000,-36.2000,10000.0000,1172.2604,2899.4591,-35.9000,-35.0450,165.3700,365.6750,10000.0000,8.3960,41.7608,10.0525
20,-35.9400,10000.0000,-36.2000,10000.0000,1188.5828,2944.4752,-35.9400,14.9200,165.0700,365.7000,10000.0000,-16.3224,-82.5103,9.8911
21,-35.7400,10000.0000,-36.2000,10000.0000,1092.0912,2685.4916,-35.7400,164.7400,165.2500,365.8950,10000.0000,96.4916,483.7841,9.9726
22,-36.2000,10000.0000,-36.2000,10000.0000,1444.9984,3078.3535,-36.2000,164.6600,265.0400,565.2500,10000.0000,-352.9072,-1807.6731,9.7614
23,-35.7600,10000.0000,-36.2000,10000.0000,1493.5068,3202.8443,-35.7600,164.6450,165.3300,565.9950,10000.0000,-48.5084,-248.5003,9.7602
24,-35.7800,10000.0000,-36.2000,10000.0000,1164.3092,2857.6763,-35.7800,-35.2350,165.2300,365.8400,10000.0000,329.1976,1637.0060,10.0549
25,-35.8200,10000.0000,-36.2000,10000.0000,1308.2988,2970.7203,-35.8200,164.5500,165.5200,515.4350,10000.0000,-143.9896,-700.4569,10.2783
26,-35.8400,10000.0000,-36.2000,10000.0000,1168.5320,2940.4925,-35.8400,-34.9150,165.1800,365.5950,10000.0000,139.7668,694.4763,10.0627
27,-35.5400,10000.0000,-36.2000,10000.0000,1188.7236,2946.0573,-35.5400,-34.8400,165.2900,365.6350,10000.0000,-20.1916,-100.5794,10.0376
28,-35.9200,9999.9800,-36.2000,10000.0000,1055.5580,2617.4209,-35.9200,15.0100,165.0900,365.3300,9999.9800,133.1656,652.9498,10.1972
29,-35.8000,9999.8400,-36.2000,10000.0000,1095.9276,2646.1654,-35.8000,164.7100,364.6300,515.4500,9999.8400,-40.3696,-200.5796,10.0632
30,-35.6600,10000.0000,-36.2000,10000.0000,1566.0144,3409.8495,-35.6600,-35.1400,165.3800,515.5350,10000.0000,-470.0868,-2442.3113,9.6238
31,-35.7000,10000.0000,-36.2000,10000.0000,1164.4556,2950.5501,-35.7000,-34.9850,165.2900,365.5750,10000.0000,401.5588,2020.9412,9.9349
32,-35.7200,10000.0000,-36.2000,10000.0000,1136.2684,2797.3659,-35.7200,-34.5650,165.5300,365.6300,10000.0000,28.1872,140.8971,10.0028
33,-35.8800,10000.0000,-36.2000,10000.0000,1220.4528,2931.9239,-35.8800,164.9000,165.5400,365.5650,10000.0000,-84.1844,-422.3761,9.9656
34,-35.8200,10000.0000,-36.2000,10000.0000,1027.9908,2678.3730,-35.8200,-35.1950,165.2500,365.8700,10000.0000,192.4620,964.2572,9.9798
35,-35.6800,10000.0000,-36.2000,10000.0000,1344.8116,3175.7190,-35.6800,15.1800,164.9900,365.4800,10000.0000,-316.8208,-1601.9314,9.8887
36,-35.5800,10000.0000,-36.2000,10000.0000,1015.9100,2663.0345,-35.5800,164.7100,165.4000,365.7350,10000.0000,328.9016,1636.8068,10.0470
37,-35.8800,10000.0000,-36.2000,10000.0000,1124.1192,2704.6444,-35.8800,164.4350,165.1300,365.9400,10000.0000,-108.2092,-543.9503,9.9466
38,-35.7400,10000.0000,-36.2000,10000.0000,1224.5788,2938.4629,-35.7400,-34.7000,165.4500,365.9200,10000.0000,-100.4596,-505.4414,9.9378
39,-36.2000,10000.0000,-36.2000,10000.0000,1417.0904,3180.9623,-36.2000,-34.9300,165.2500,565.9550,10000.0000,-192.5116,-975.8962,9.8633
40,-35.9000,10000.0000,-36.2000,10000.0000,1204.6148,2943.4776,-35.9000,-34.7400,165.3700,365.9200,10000.0000,212.4756,1080.9638,9.8281
41,-35.5600,9999.9800,-36.2000,10000.0000,1015.6568,2526.9369,-35.5600,164.5500,164.8800,365.5300,9999.9800,188.9580,933.5093,10.1208
42,-36.1200,10000.0000,-36.2000,10000.0000,1272.6476,3074.3753,-36.1200,-35.1700,164.7400,365.5500,10000.0000,-256.9908,-1297.1236,9.9062
43,-35.7200,10000.0000,-36.2000,10000.0000,1136.1284,2873.1744,-35.7200,-35.1150,164.9900,365.7750,10000.0000,136.5192,681.7952,10.0117
44,-35.8200,9999.8200,-36.2000,10000.0000,1304.9916,3214.9752,-35.8200,-35.2350,164.8000,365.6650,9999.8200,-168.8632,-854.6633,9.8789
45,-36.0200,10000.0000,-36.2000,10000.0000,1136.4016,2959.2136,-36.0200,-35.0600,164.8300,365.0800,10000.0000,168.5900,846.7450,9.9552
46,-35.9200,10000.0000,-36.2000,10000.0000,1092.2632,2933.6551,-35.9200,-35.2850,164.7800,165.4500,10000.0000,44.1384,222.6771,9.9109
47,-36.0200,10000.0000,-36.2000,10000.0000,995.9800,2673.5889,-36.0200,-35.1800,165.2400,365.6000,10000.0000,96.2832,477.2430,10.0874
48,-35.8000,10000.0000,-36.2000,10000.0000,1377.2848,3194.1770,-35.8000,-34.8550,164.9700,365.8700,10000.0000,-381.3048,-1958.5252,9.7345
49,-35.7800,10000.0000,-36.2000,10000.0000,1345.0600,3199.7648,-35.7800,14.8850,165.0000,365.2550,10000.0000,32.2248,164.7088,9.7824
50,-35.8600,10000.0000,-36.2000,10000.0000,1108.0716,2837.1114,-35.8600,14.9200,164.9300,165.4700,10000.0000,236.9884,1188.7849,9.9677
